subjid,sceneid,sceneorder,desc,cleaned,pattern,pattern (normalised order)
302,3,8,small green ball on top of the large blue cube,small green ball on-top-of large blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
302,4,22,the small red ball on top of the large red cube,small red ball on-top-of large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
302,5,18,the small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
302,6,6,small blue ball which is next to the large red cube,small blue ball next-to large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
302,7,16,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
302,8,32,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
302,9,20,the large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
302,10,30,the large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
302,11,24,the large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
302,12,28,the large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
302,13,2,large green ball next to the small blue cube,large green ball next-to small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
302,14,26,the large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
302,15,12,the large green ball on top of the small blue cube,large green ball on-top-of small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
302,16,14,large red cube,large red cube,tg_size tg_col tg_type,tg_size tg_col tg_type
303,17,28,large yellow sphere,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,18,8,large blue sphere,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,19,12,large yellow sphere,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,20,18,large blue sphere,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,21,24,large green sphere,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,22,4,large red sphere,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,23,20,large green sphere,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,24,26,large red sphere,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,25,14,small green sphere,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,26,32,small red sphere,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,27,22,green sphere sitting on the blue cube,green ball on-top-of blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
303,28,6,small red sphere,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,29,16,yellow sphere,yellow ball,tg_col tg_type,tg_col tg_type
303,30,10,small blue sphere,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
303,31,2,yellow sphere,yellow ball,tg_col tg_type,tg_col tg_type
303,32,30,small blue sphere,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
304,1,8,greem ball,green ball,tg_col tg_type,tg_col tg_type
304,2,16,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
304,3,2,green ball,green ball,tg_col tg_type,tg_col tg_type
304,4,12,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
304,5,32,uellow ball,yellow ball,tg_col tg_type,tg_col tg_type
304,6,20,blue ball,blue ball,tg_col tg_type,tg_col tg_type
304,7,18,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
304,8,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
304,9,4,latge yeallow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
304,10,22,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
304,11,10,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
304,12,30,blue ball,blue ball,tg_col tg_type,tg_col tg_type
304,13,6,greem ball,green ball,tg_col tg_type,tg_col tg_type
304,14,28,red ball,red ball,tg_col tg_type,tg_col tg_type
304,15,26,green ball,green ball,tg_col tg_type,tg_col tg_type
304,16,14,red ball,red ball,tg_col tg_type,tg_col tg_type
305,17,28,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
305,18,14,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
305,19,30,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
305,20,26,largest blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
305,21,16,green ball,green ball,tg_col tg_type,tg_col tg_type
305,22,18,red ball,red ball,tg_col tg_type,tg_col tg_type
305,23,22,green ball,green ball,tg_col tg_type,tg_col tg_type
305,24,8,red ball,red ball,tg_col tg_type,tg_col tg_type
305,25,20,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
305,26,4,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
305,27,24,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
305,28,2,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
305,29,6,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
305,30,32,blue ball,blue ball,tg_col tg_type,tg_col tg_type
305,31,10,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
305,32,12,blue ball,blue ball,tg_col tg_type,tg_col tg_type
306,1,28,green ball,green ball,tg_col tg_type,tg_col tg_type
306,2,6,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
306,3,10,green ball,green ball,tg_col tg_type,tg_col tg_type
306,4,18,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
306,5,16,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
306,6,2,blue ball,blue ball,tg_col tg_type,tg_col tg_type
306,7,20,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
306,8,4,blue ball,blue ball,tg_col tg_type,tg_col tg_type
306,9,12,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
306,10,24,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
306,11,8,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
306,12,14,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
306,13,26,green ball,green ball,tg_col tg_type,tg_col tg_type
306,14,22,red ball,red ball,tg_col tg_type,tg_col tg_type
306,15,30,green ball,green ball,tg_col tg_type,tg_col tg_type
306,16,32,red ball,red ball,tg_col tg_type,tg_col tg_type
307,17,16,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,18,20,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,19,30,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
307,20,2,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,21,6,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,22,18,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,23,28,green ball,green ball,tg_col tg_type,tg_col tg_type
307,24,4,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,25,32,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,26,12,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,27,10,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,28,26,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,29,8,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,30,22,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,31,24,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
307,32,14,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
308,1,30,green ball,green ball,tg_col tg_type,tg_col tg_type
308,2,24,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
308,3,20,green ball,green ball,tg_col tg_type,tg_col tg_type
308,4,18,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
308,5,32,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
308,6,12,blue ball,blue ball,tg_col tg_type,tg_col tg_type
308,7,14,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
308,8,16,blue ball,blue ball,tg_col tg_type,tg_col tg_type
308,9,22,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
308,10,6,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
308,11,10,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
308,12,2,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
308,13,8,green ball,green ball,tg_col tg_type,tg_col tg_type
308,14,28,red ball,red ball,tg_col tg_type,tg_col tg_type
308,15,4,green ball,green ball,tg_col tg_type,tg_col tg_type
308,16,26,red ball,red ball,tg_col tg_type,tg_col tg_type
309,17,18,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
309,18,16,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
309,19,6,yellow ball on top of the red cube,yellow ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
309,20,2,blue ball on top of the blue cube,blue ball on-top-of blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
309,21,8,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
309,22,12,red ball,red ball,tg_col tg_type,tg_col tg_type
309,23,30,green ball,green ball,tg_col tg_type,tg_col tg_type
309,24,14,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
309,25,10,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
309,26,24,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
309,27,26,smaller green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
309,28,20,red ball on the red cube,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
309,29,4,yellow ball next to the red cube,yellow ball next-to red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
309,30,28,blue ball,blue ball,tg_col tg_type,tg_col tg_type
309,31,22,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
309,32,32,little blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
310,1,12,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
310,2,2,smaller red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
310,3,32,green ball on top of the big blue box,green ball on-top-of large blue cube,tg_col tg_type rel lm_size lm_col lm_type,tg_col tg_type rel lm_size lm_col lm_type
310,4,8,small red ball on top of the large red square,small red ball on-top-of large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
310,5,16,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
310,6,18,blue ball,blue ball,tg_col tg_type,tg_col tg_type
310,7,30,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
310,8,20,blue ball on top of the big blue box,blue ball on-top-of large blue cube,tg_col tg_type rel lm_size lm_col lm_type,tg_col tg_type rel lm_size lm_col lm_type
310,9,6,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
310,10,4,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
310,11,26,big yellow ball on top of the small red box,large yellow ball on-top-of small red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
310,12,28,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
310,13,24,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
310,14,10,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
310,15,14,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
310,16,22,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
311,17,10,large yellow ball touching the large red box.,large yellow ball next-to large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,18,24,large blue ball touching the large blue box.,large blue ball next-to large blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,19,22,large yellow ball on top of the large red box.,large yellow ball on-top-of large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,20,30,large blue ball on top of the large blue box.,large blue ball on-top-of large blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,21,20,large green ball touching the large blue box.,large green ball next-to large blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,22,6,large red ball touching the large red ball.,large red ball next-to large red ball,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,23,18,large green ball on top of the large blue ball.,large green ball on-top-of large blue ball,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,24,28,large red ball on top of the large red box.,large red ball on-top-of large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,25,26,small green ball touching the small blue box.,small green ball next-to small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,26,8,small red ball between the small red box and large red box.,small red ball next-to small red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,27,14,small green ball on top of the small blue box.,small green ball on-top-of small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,28,2,red ball on top of the red box.,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
311,29,16,small yellow ball touching the small red box.,small yellow ball next-to small red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,30,32,small blue ball touching the small blue box.,small blue ball next-to small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,31,4,small yellow ball on top of the small red box,small yellow ball on-top-of small red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
311,32,12,small blue ball on top of the small blue box.,small blue ball on-top-of small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
312,1,30,green ball,green ball,tg_col tg_type,tg_col tg_type
312,2,18,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
312,3,16,green ball,green ball,tg_col tg_type,tg_col tg_type
312,4,14,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
312,5,28,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
312,6,6,blue ball,blue ball,tg_col tg_type,tg_col tg_type
312,7,12,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
312,8,2,blue ball,blue ball,tg_col tg_type,tg_col tg_type
312,9,8,yellow ball on the floor,yellow bottom ball,tg_col tg_loc tg_type,tg_col tg_loc tg_type
312,10,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
312,11,10,yellow ball on top of the red cube,yellow ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
312,12,26,blue ball on top of a cube,blue ball on-top-of cube,tg_col tg_type rel lm_type,tg_col tg_type rel lm_type
312,13,22,green ball,green ball,tg_col tg_type,tg_col tg_type
312,14,32,red ball,red ball,tg_col tg_type,tg_col tg_type
312,15,20,green ball,green ball,tg_col tg_type,tg_col tg_type
312,16,4,red ball,red ball,tg_col tg_type,tg_col tg_type
313,17,20,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
313,18,12,large blue cube,large blue cube,tg_size tg_col tg_type,tg_size tg_col tg_type
313,19,24,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
313,20,28,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
313,21,32,green ball,green ball,tg_col tg_type,tg_col tg_type
313,22,26,red ball,red ball,tg_col tg_type,tg_col tg_type
313,23,4,green ball,green ball,tg_col tg_type,tg_col tg_type
